Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
18-Dec-2023,EQ,446.0,453.5,442.0,446.55,444.3,445.25,447.94,453.5,352.0,"1,00,91,036","4,52,01,40,211.05","1,91,284"
15-Dec-2023,EQ,436.05,449.5,433.5,434.4,445.8,446.55,444.43,449.5,352.0,"2,07,83,617","9,23,69,17,892.75","2,96,539"
14-Dec-2023,EQ,423.5,436.0,423.25,419.65,434.0,434.4,431.28,443.75,352.0,"1,23,40,688","5,32,23,08,022.95","2,14,863"
13-Dec-2023,EQ,423.55,424.3,415.0,422.2,419.9,419.65,418.87,443.75,352.0,"48,48,408","2,03,08,65,280.15","99,654"
12-Dec-2023,EQ,420.7,427.9,420.15,420.6,422.0,422.2,424.02,443.75,352.0,"59,51,682","2,52,36,31,269.95","1,17,032"
11-Dec-2023,EQ,420.0,422.2,417.25,422.6,420.0,420.6,420.33,443.75,352.0,"50,42,121","2,11,93,33,559.45","1,01,686"
08-Dec-2023,EQ,418.8,424.5,415.0,418.25,424.0,422.6,420.5,443.75,352.0,"77,39,561","3,25,45,03,888.50","1,32,597"
07-Dec-2023,EQ,420.0,421.5,416.65,418.75,418.3,418.25,418.75,443.75,352.0,"56,25,276","2,35,56,00,588.35","1,05,558"
06-Dec-2023,EQ,406.75,420.4,405.95,404.35,420.3,418.75,414.25,443.75,352.0,"1,10,41,035","4,57,37,70,109.10","1,55,387"
05-Dec-2023,EQ,407.4,409.0,402.1,407.45,404.65,404.35,404.44,443.75,352.0,"55,82,684","2,25,78,60,909.45","94,367"
04-Dec-2023,EQ,412.7,413.0,406.75,407.65,407.3,407.45,408.63,443.75,352.0,"53,31,236","2,17,85,24,098.90","92,832"
01-Dec-2023,EQ,413.75,413.75,406.5,413.05,407.1,407.65,408.45,443.75,352.0,"49,15,213","2,00,76,34,999.60","94,634"
30-Nov-2023,EQ,406.95,414.5,404.05,406.25,411.8,413.05,410.05,443.75,352.0,"99,12,979","4,06,48,52,962.85","1,39,985"
29-Nov-2023,EQ,398.0,408.55,398.0,396.85,406.05,406.25,405.24,443.75,352.0,"77,72,043","3,14,95,35,327.95","1,08,955"
28-Nov-2023,EQ,397.0,398.75,393.1,396.0,397.2,396.85,395.55,443.75,352.0,"40,72,657","1,61,09,43,054.25","93,527"
24-Nov-2023,EQ,402.5,403.5,395.55,402.5,396.0,396.0,398.14,443.75,352.0,"31,25,283","1,24,42,99,168.60","69,437"
23-Nov-2023,EQ,400.5,405.0,400.5,400.25,402.8,402.5,402.65,443.75,352.0,"48,38,680","1,94,83,12,363.15","94,371"
22-Nov-2023,EQ,402.5,402.6,399.1,400.65,400.5,400.25,400.78,443.75,352.0,"26,59,291","1,06,57,89,721.10","65,892"
21-Nov-2023,EQ,402.6,402.6,400.05,400.2,400.55,400.65,401.1,443.75,352.0,"27,20,124","1,09,10,38,207.50","72,441"
20-Nov-2023,EQ,393.2,401.1,393.2,395.4,400.15,400.2,399.28,443.75,352.0,"43,05,248","1,71,89,88,192.75","85,321"
17-Nov-2023,EQ,398.0,399.0,394.5,397.1,394.9,395.4,396.56,443.75,352.0,"39,43,464","1,56,38,30,351.00","84,552"
16-Nov-2023,EQ,391.65,399.5,389.3,391.65,396.75,397.1,395.6,443.75,352.0,"69,21,788","2,73,82,42,303.60","1,24,565"
15-Nov-2023,EQ,385.55,392.25,384.25,381.65,391.45,391.65,389.52,443.75,352.0,"53,96,259","2,10,19,67,980.65","1,25,802"
13-Nov-2023,EQ,382.6,382.9,380.0,382.45,382.05,381.65,381.07,443.75,352.0,"17,92,951","68,32,34,046.35","63,717"
12-Nov-2023,EQ,383.4,383.4,381.45,379.3,383.0,382.45,382.46,443.75,352.0,"10,11,662","38,69,19,203.35","39,907"
10-Nov-2023,EQ,380.3,381.8,377.0,380.85,379.75,379.3,378.54,443.75,352.0,"53,55,350","2,02,72,15,362.30","95,452"
09-Nov-2023,EQ,383.0,384.0,379.7,382.2,381.2,380.85,381.44,443.75,352.0,"46,15,563","1,76,05,64,503.10","85,875"
08-Nov-2023,EQ,384.6,385.85,381.5,383.3,382.6,382.2,383.2,443.75,352.0,"35,51,026","1,36,07,52,175.85","81,593"
07-Nov-2023,EQ,384.9,387.0,382.85,384.65,384.0,383.3,384.53,443.75,352.0,"28,46,089","1,09,44,13,257.15","73,620"
06-Nov-2023,EQ,386.0,386.45,383.0,383.55,385.45,384.65,384.95,443.75,352.0,"24,69,968","95,08,11,621.70","64,533"
03-Nov-2023,EQ,386.0,386.7,382.65,383.65,383.75,383.55,384.03,443.75,352.0,"26,45,764","1,01,60,51,515.80","66,538"
02-Nov-2023,EQ,383.8,385.15,382.1,380.95,384.0,383.65,383.61,443.75,352.0,"23,71,365","90,96,80,621.95","76,797"
01-Nov-2023,EQ,383.85,385.55,380.15,381.8,381.0,380.95,382.86,443.75,352.0,"21,20,976","81,20,33,838.95","63,993"
31-Oct-2023,EQ,383.2,384.1,379.15,382.0,382.9,381.8,381.65,443.75,352.0,"30,76,768","1,17,42,57,250.05","81,595"
30-Oct-2023,EQ,384.0,384.35,380.4,382.35,382.7,382.0,382.15,443.75,352.0,"23,44,372","89,59,02,136.95","85,164"
27-Oct-2023,EQ,379.05,384.35,379.05,378.25,382.9,382.35,382.23,443.75,352.0,"31,01,406","1,18,54,53,978.15","1,02,257"
26-Oct-2023,EQ,378.8,380.55,375.05,381.85,378.9,378.25,377.98,443.75,352.0,"54,97,791","2,07,80,44,658.85","1,55,825"
25-Oct-2023,EQ,384.4,387.7,381.1,383.15,381.95,381.85,383.88,443.75,352.0,"33,39,147","1,28,18,42,932.25","1,08,480"
23-Oct-2023,EQ,390.85,393.0,382.2,391.85,383.0,383.15,387.22,443.75,352.0,"44,18,913","1,71,10,82,132.75","1,18,406"
20-Oct-2023,EQ,395.05,396.05,391.0,395.3,392.0,391.85,393.33,443.75,352.0,"42,14,668","1,65,77,48,683.80","1,17,931"
19-Oct-2023,EQ,391.95,396.75,390.1,407.45,395.05,395.3,394.25,443.75,352.0,"1,28,14,551","5,05,21,35,324.35","2,24,639"
18-Oct-2023,EQ,409.0,413.65,407.0,411.4,407.5,407.45,409.96,443.75,352.0,"24,40,533","1,00,05,28,311.70","78,113"
17-Oct-2023,EQ,411.7,413.85,411.05,410.2,411.1,411.4,412.2,443.75,352.0,"29,89,694","1,23,23,52,075.60","70,496"
16-Oct-2023,EQ,411.0,411.9,408.15,411.05,410.1,410.2,410.0,443.75,352.0,"26,38,826","1,08,19,15,244.60","65,869"
13-Oct-2023,EQ,411.9,414.4,409.05,417.1,411.0,411.05,410.98,443.75,352.0,"54,57,027","2,24,27,39,239.25","98,723"
12-Oct-2023,EQ,421.75,421.9,414.7,421.15,416.7,417.1,418.19,443.75,352.0,"51,17,199","2,13,99,78,545.05","1,12,919"
11-Oct-2023,EQ,409.0,423.95,409.0,407.75,421.1,421.15,419.91,443.75,352.0,"95,46,114","4,00,85,12,518.50","1,26,117"
10-Oct-2023,EQ,406.4,408.75,406.2,405.6,407.65,407.75,407.33,443.75,352.0,"25,64,007","1,04,43,94,930.05","72,323"
09-Oct-2023,EQ,404.2,411.0,403.4,407.85,404.65,405.6,407.5,443.75,352.0,"30,15,225","1,22,87,09,165.50","84,648"
